transaction_id,transaction_ts,store_id,customer_id,product_id,quantity,unit_price,discount_pct,payment_method,channel,review_rating,promo_meta_json,is_returned,pre_tax_amount,tax_rate,tax_amount,total_amount
342,2024-05-25 17:16:00,10,135,45,3,59.26,0.0,Card,ClickAndCollect,,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,177.78,0.04,7.11,184.89
343,2024-08-30 09:00:00,9,182,38,2,42.78,0.0,Card,InStore,1.0,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,85.56,0.1,8.56,94.12
344,2025-08-29 20:37:00,3,18,28,2,57.5,0.1,Card,InStore,4.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,103.5,0.1,10.35,113.85
345,2024-08-30 12:39:00,5,239,9,1,2.56,0.0,Card,Online,1.0,"{""coupon"": ""NONE"", ""bundle"": true, ""campaign"": ""SpringSale""}",0,2.56,0.1,0.26,2.82
346,2024-09-04 13:13:00,3,229,22,2,6.91,0.1,Card,InStore,3.0,"{""coupon"": ""NONE"", ""bundle"": true, ""campaign"": ""None""}",0,12.44,0.1,1.24,13.68
347,2024-01-30 20:47:00,4,108,32,1,31.17,0.0,Cash,ClickAndCollect,3.0,"{""coupon"": ""LOYAL5"", ""bundle"": true, ""campaign"": ""BlackFriday""}",0,31.17,0.1,3.12,34.29
348,2025-05-14 13:47:00,2,156,25,1,3.89,0.0,GiftCard,InStore,,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,3.89,0.04,0.16,4.05
349,2025-03-22 15:52:00,10,167,51,2,6.72,0.05,Card,InStore,3.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""None""}",0,12.77,0.04,0.51,13.28
350,2024-09-18 13:52:00,10,88,24,1,13.91,0.05,Card,Online,,"{""coupon"": ""LOYAL5"", ""bundle"": true, ""campaign"": ""None""}",0,13.21,0.04,0.53,13.74
351,2025-08-07 09:06:00,7,141,53,2,31.84,0.1,Cash,Online,2.0,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""None""}",0,57.31,0.07,4.01,61.32
352,2025-01-25 10:09:00,8,240,22,4,6.75,0.05,MobilePay,InStore,4.0,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""BackToSchool""}",1,25.65,0.1,2.56,28.21
353,2024-12-12 09:07:00,7,27,11,3,1.93,0.0,Card,InStore,2.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,5.79,0.04,0.23,6.02
354,2024-01-10 18:25:00,7,236,45,3,58.77,0.05,Card,InStore,2.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""None""}",0,167.49,0.04,6.7,174.19
355,2024-07-01 14:35:00,2,105,40,2,48.96,0.2,Card,InStore,,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,78.34,0.07,5.48,83.82
356,2024-01-17 19:54:00,7,162,1,1,41.78,0.0,Card,InStore,3.0,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,41.78,0.07,2.92,44.7
357,2024-02-25 17:19:00,6,6,47,4,33.54,0.05,Cash,InStore,4.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""None""}",0,127.45,0.07,8.92,136.37
358,2024-11-07 10:18:00,5,26,32,2,31.58,0.0,Card,Online,3.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,63.16,0.1,6.32,69.48
359,2024-04-27 11:53:00,7,247,10,1,49.18,0.0,MobilePay,InStore,3.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""None""}",0,49.18,0.1,4.92,54.1
360,2025-08-18 15:13:00,7,54,6,3,7.29,0.0,Card,Online,3.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""BlackFriday""}",1,21.87,0.07,1.53,23.4
361,2024-07-02 13:59:00,6,114,10,3,49.7,0.15,Card,InStore,1.0,"{""coupon"": ""LOYAL5"", ""bundle"": true, ""campaign"": ""SpringSale""}",0,126.74,0.1,12.67,139.41
362,2024-02-22 14:49:00,9,103,32,1,34.5,0.0,Cash,InStore,2.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,34.5,0.1,3.45,37.95
363,2025-09-30 18:05:00,5,249,6,2,7.55,0.2,GiftCard,InStore,4.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,12.08,0.07,0.85,12.93
364,2025-05-16 10:28:00,12,45,30,2,17.87,0.0,Card,InStore,3.0,"{""coupon"": ""WELCOME10"", ""bundle"": true, ""campaign"": ""None""}",0,35.74,0.04,1.43,37.17
365,2025-07-01 17:18:00,9,170,36,3,42.85,0.0,Card,InStore,3.0,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,128.55,0.07,9.0,137.55
366,2024-03-02 16:33:00,11,29,36,1,38.53,0.0,Card,InStore,,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,38.53,0.07,2.7,41.23
367,2025-04-21 15:38:00,5,138,22,2,6.79,0.0,Card,InStore,1.0,"{""coupon"": ""LOYAL5"", ""bundle"": true, ""campaign"": ""SpringSale""}",0,13.58,0.1,1.36,14.94
368,2025-01-19 20:46:00,9,3,58,2,10.81,0.15,Card,InStore,5.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,18.38,0.07,1.29,19.67
369,2025-03-30 17:51:00,6,243,39,4,20.31,0.05,Card,ClickAndCollect,3.0,"{""coupon"": ""WELCOME10"", ""bundle"": true, ""campaign"": ""None""}",0,77.18,0.04,3.09,80.27
370,2024-02-06 11:50:00,7,92,41,1,46.29,0.2,MobilePay,Online,3.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""None""}",0,37.03,0.0,0.0,37.03
371,2025-06-17 14:34:00,11,137,17,2,54.84,0.15,Card,Online,,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""None""}",0,93.23,0.07,6.53,99.76
372,2024-05-10 20:13:00,3,24,59,1,3.01,0.05,Card,Online,,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,2.86,0.07,0.2,3.06
373,2024-07-07 09:10:00,4,177,28,1,57.3,0.0,Card,InStore,2.0,"{""coupon"": ""WELCOME10"", ""bundle"": true, ""campaign"": ""SpringSale""}",0,57.3,0.1,5.73,63.03
374,2025-01-28 10:35:00,8,31,15,2,30.25,0.0,MobilePay,InStore,2.0,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,60.5,0.07,4.24,64.74
375,2024-01-21 09:44:00,3,14,6,3,6.23,0.2,Card,InStore,3.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,14.95,0.07,1.05,16.0
376,2025-09-04 14:08:00,9,140,38,2,35.21,0.0,Card,Online,1.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,70.42,0.1,7.04,77.46
377,2024-10-20 19:59:00,2,65,13,1,39.35,0.0,Card,InStore,,"{""coupon"": ""WELCOME10"", ""bundle"": true, ""campaign"": ""None""}",0,39.35,0.1,3.94,43.29
378,2024-01-04 15:09:00,8,109,36,2,56.7,0.1,Cash,Online,,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,102.06,0.07,7.14,109.2
379,2024-03-17 19:14:00,3,210,19,4,66.18,0.1,Card,InStore,4.0,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,238.25,0.07,16.68,254.93
380,2025-01-31 09:03:00,2,134,12,1,36.75,0.0,GiftCard,ClickAndCollect,5.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""None""}",0,36.75,0.07,2.57,39.32
381,2025-03-24 15:40:00,10,102,11,1,1.66,0.1,Card,InStore,5.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,1.49,0.04,0.06,1.55
382,2024-12-10 10:11:00,1,174,31,2,22.43,0.2,MobilePay,Online,1.0,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""None""}",0,35.89,0.07,2.51,38.4
383,2025-01-11 16:06:00,8,215,44,2,11.49,0.1,MobilePay,InStore,2.0,"{""coupon"": ""LOYAL5"", ""bundle"": true, ""campaign"": ""SpringSale""}",0,20.68,0.1,2.07,22.75
384,2024-04-10 15:47:00,7,143,48,3,36.68,0.05,Cash,InStore,,"{""coupon"": ""WELCOME10"", ""bundle"": true, ""campaign"": ""SpringSale""}",0,104.54,0.07,7.32,111.86
385,2024-05-01 17:31:00,5,156,47,3,34.22,0.05,Cash,InStore,2.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,97.53,0.07,6.83,104.36
386,2024-10-19 13:14:00,2,66,23,5,27.79,0.05,Cash,ClickAndCollect,1.0,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,132.0,0.07,9.24,141.24
387,2024-09-01 19:40:00,8,123,38,2,45.21,0.1,Card,InStore,4.0,"{""coupon"": ""LOYAL5"", ""bundle"": true, ""campaign"": ""BlackFriday""}",0,81.38,0.1,8.14,89.52
388,2024-04-03 17:38:00,4,198,28,3,51.78,0.1,Card,ClickAndCollect,3.0,"{""coupon"": ""NONE"", ""bundle"": true, ""campaign"": ""SpringSale""}",0,139.81,0.1,13.98,153.79
389,2024-05-04 11:20:00,5,110,18,4,22.44,0.0,MobilePay,InStore,5.0,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,89.76,0.07,6.28,96.04
390,2024-11-23 15:29:00,10,5,40,4,49.22,0.0,Card,Online,3.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""None""}",0,196.88,0.07,13.78,210.66
391,2024-10-23 09:40:00,5,247,8,2,4.8,0.2,MobilePay,InStore,4.0,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,7.68,0.04,0.31,7.99
392,2025-04-01 20:08:00,4,106,10,1,57.21,0.15,Card,Online,2.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,48.63,0.1,4.86,53.49
393,2025-04-24 20:57:00,11,188,8,1,4.67,0.05,Cash,Online,1.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""None""}",0,4.44,0.04,0.18,4.62
394,2024-06-04 17:55:00,3,166,11,2,1.78,0.0,Cash,InStore,3.0,"{""coupon"": ""LOYAL5"", ""bundle"": true, ""campaign"": ""None""}",0,3.56,0.04,0.14,3.7
395,2024-06-26 16:36:00,4,242,17,2,57.72,0.0,Card,InStore,4.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,115.44,0.07,8.08,123.52
396,2024-02-22 14:19:00,1,24,5,2,59.75,0.0,Card,ClickAndCollect,4.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,119.5,0.1,11.95,131.45
397,2025-05-22 14:00:00,8,230,10,1,58.88,0.05,Cash,InStore,1.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""SpringSale""}",1,55.94,0.1,5.59,61.53
398,2024-05-09 11:51:00,10,227,45,1,49.48,0.05,Card,InStore,2.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""None""}",0,47.01,0.04,1.88,48.89
399,2024-05-13 12:29:00,11,102,22,2,7.24,0.1,MobilePay,Online,3.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,13.03,0.1,1.3,14.33
400,2024-05-11 18:11:00,5,35,2,4,6.19,0.0,Card,ClickAndCollect,5.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,24.76,0.07,1.73,26.49
401,2025-09-08 09:12:00,4,157,46,2,2.7,0.0,Card,InStore,3.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""None""}",0,5.4,0.07,0.38,5.78
402,2024-10-31 14:18:00,4,167,6,3,7.93,0.1,Card,Online,2.0,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""None""}",0,21.41,0.07,1.5,22.91
403,2025-03-20 09:04:00,12,94,18,1,19.5,0.1,MobilePay,InStore,2.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,17.55,0.07,1.23,18.78
404,2025-04-14 13:11:00,9,151,43,1,21.57,0.1,MobilePay,Online,4.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""None""}",1,19.41,0.1,1.94,21.35
405,2024-06-20 15:41:00,9,85,37,2,14.5,0.05,Card,ClickAndCollect,3.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,27.55,0.07,1.93,29.48
406,2025-09-06 20:06:00,5,227,45,1,46.81,0.15,Card,InStore,4.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,39.79,0.04,1.59,41.38
407,2024-05-07 13:22:00,1,13,3,2,34.05,0.05,MobilePay,InStore,4.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,64.69,0.04,2.59,67.28
408,2025-07-26 12:07:00,7,203,34,2,62.57,0.0,MobilePay,InStore,3.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,125.14,0.07,8.76,133.9
409,2024-04-12 14:32:00,7,17,4,1,59.01,0.1,Cash,InStore,4.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,53.11,0.04,2.12,55.23
410,2024-06-24 19:50:00,2,172,43,1,17.89,0.15,Card,InStore,5.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,15.21,0.1,1.52,16.73
411,2025-08-07 12:09:00,5,237,32,3,33.0,0.05,MobilePay,Online,4.0,"{""coupon"": ""NONE"", ""bundle"": true, ""campaign"": ""None""}",0,94.05,0.1,9.4,103.45
412,2024-12-04 19:25:00,1,206,6,2,7.62,0.1,Card,InStore,3.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""BlackFriday""}",1,13.72,0.07,0.96,14.68
413,2025-05-09 19:53:00,2,45,15,1,36.98,0.05,Card,Online,3.0,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,35.13,0.07,2.46,37.59
414,2024-11-04 15:57:00,8,231,7,1,37.14,0.05,MobilePay,Online,,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,35.28,0.04,1.41,36.69
415,2024-08-18 16:42:00,8,185,44,2,13.04,0.05,Card,Online,4.0,"{""coupon"": ""WEEKEND15"", ""bundle"": true, ""campaign"": ""None""}",0,24.78,0.1,2.48,27.26
416,2024-11-01 16:39:00,7,191,34,1,60.08,0.1,Cash,Online,1.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,54.07,0.07,3.78,57.85
417,2025-01-28 20:05:00,6,220,1,3,37.2,0.05,Cash,ClickAndCollect,4.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""None""}",0,106.02,0.07,7.42,113.44
418,2025-03-31 18:40:00,2,177,44,2,12.05,0.0,Card,Online,3.0,"{""coupon"": ""WEEKEND15"", ""bundle"": true, ""campaign"": ""None""}",0,24.1,0.1,2.41,26.51
419,2024-05-27 09:00:00,3,32,55,1,23.13,0.0,Card,InStore,4.0,"{""coupon"": ""WEEKEND15"", ""bundle"": true, ""campaign"": ""BlackFriday""}",0,23.13,0.07,1.62,24.75
420,2024-06-04 20:58:00,11,245,19,2,54.7,0.0,MobilePay,InStore,3.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,109.4,0.07,7.66,117.06
421,2025-09-28 20:12:00,3,48,52,1,8.91,0.0,Cash,InStore,3.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""None""}",0,8.91,0.07,0.62,9.53
422,2024-09-25 16:26:00,12,80,34,1,54.05,0.15,Cash,InStore,3.0,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,45.94,0.07,3.22,49.16
423,2024-10-26 11:23:00,5,131,32,2,40.28,0.1,MobilePay,InStore,2.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""None""}",0,72.5,0.1,7.25,79.75
424,2025-05-22 19:57:00,7,207,1,2,43.39,0.05,Card,Online,4.0,"{""coupon"": ""NONE"", ""bundle"": true, ""campaign"": ""BackToSchool""}",0,82.44,0.07,5.77,88.21
425,2024-03-04 20:32:00,3,243,23,2,20.75,0.0,Card,ClickAndCollect,3.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,41.5,0.07,2.9,44.4
426,2024-09-30 09:38:00,2,109,32,2,30.26,0.2,MobilePay,InStore,3.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,48.42,0.1,4.84,53.26
427,2024-11-22 11:58:00,1,164,10,1,57.77,0.0,Card,InStore,4.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,57.77,0.1,5.78,63.55
428,2025-09-11 09:41:00,3,6,19,2,71.19,0.05,GiftCard,InStore,4.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,135.26,0.07,9.47,144.73
429,2024-11-10 16:49:00,5,118,7,4,59.99,0.0,Card,Online,5.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,239.96,0.04,9.6,249.56
430,2025-05-21 11:47:00,5,66,17,1,54.81,0.15,Card,InStore,4.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,46.59,0.07,3.26,49.85
431,2025-06-23 15:24:00,9,52,34,2,55.0,0.15,MobilePay,InStore,3.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,93.5,0.07,6.55,100.05
432,2025-03-09 13:43:00,2,96,14,4,12.68,0.0,Card,InStore,,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,50.72,0.07,3.55,54.27
433,2024-09-10 09:14:00,6,160,10,1,53.24,0.05,Card,ClickAndCollect,3.0,"{""coupon"": ""WEEKEND15"", ""bundle"": true, ""campaign"": ""None""}",0,50.58,0.1,5.06,55.64
434,2024-04-16 10:18:00,10,32,34,2,46.66,0.05,Cash,InStore,2.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""SpringSale""}",1,88.65,0.07,6.21,94.86
435,2025-09-09 15:22:00,12,189,60,2,19.58,0.0,Card,InStore,,"{""coupon"": ""WEEKEND15"", ""bundle"": true, ""campaign"": ""BackToSchool""}",0,39.16,0.0,0.0,39.16
436,2025-01-26 17:57:00,11,95,29,4,43.53,0.1,GiftCard,Online,1.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,156.71,0.1,15.67,172.38
437,2025-03-17 17:10:00,10,47,57,1,30.55,0.0,Card,InStore,4.0,"{""coupon"": ""WEEKEND15"", ""bundle"": true, ""campaign"": ""BlackFriday""}",0,30.55,0.0,0.0,30.55
438,2025-05-29 19:46:00,3,15,48,2,35.54,0.0,Card,Online,2.0,"{""coupon"": ""WELCOME10"", ""bundle"": true, ""campaign"": ""BackToSchool""}",0,71.08,0.07,4.98,76.06
439,2024-02-25 13:10:00,10,213,25,2,3.47,0.0,Card,InStore,3.0,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,6.94,0.04,0.28,7.22
440,2025-01-07 19:47:00,10,136,30,1,17.22,0.15,Card,InStore,3.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""None""}",0,14.64,0.04,0.59,15.23
441,2024-05-11 16:30:00,3,29,27,1,11.48,0.0,Card,InStore,,"{""coupon"": ""NONE"", ""bundle"": true, ""campaign"": ""BackToSchool""}",0,11.48,0.07,0.8,12.28
442,2024-06-01 19:41:00,8,142,27,1,11.78,0.0,Card,InStore,4.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,11.78,0.07,0.82,12.6
443,2024-02-20 17:36:00,1,248,1,2,38.53,0.05,Card,InStore,1.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,73.21,0.07,5.12,78.33
444,2025-05-15 13:47:00,3,86,38,3,43.34,0.2,Cash,Online,4.0,"{""coupon"": ""LOYAL5"", ""bundle"": true, ""campaign"": ""SpringSale""}",0,104.02,0.1,10.4,114.42
445,2024-01-31 15:16:00,10,66,54,1,20.6,0.0,Cash,InStore,2.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""None""}",0,20.6,0.07,1.44,22.04
446,2024-08-01 17:54:00,5,150,37,2,14.55,0.2,Card,Online,3.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,23.28,0.07,1.63,24.91
447,2024-12-08 12:22:00,1,197,1,3,41.49,0.1,Card,Online,,"{""coupon"": ""LOYAL5"", ""bundle"": true, ""campaign"": ""SpringSale""}",0,112.02,0.07,7.84,119.86
448,2024-01-18 15:27:00,10,55,33,1,42.58,0.15,MobilePay,Online,4.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,36.19,0.04,1.45,37.64
449,2024-05-02 18:53:00,5,181,59,1,3.69,0.0,Cash,InStore,4.0,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,3.69,0.07,0.26,3.95
450,2024-12-06 10:24:00,4,55,30,2,20.89,0.2,Cash,InStore,4.0,"{""coupon"": ""NONE"", ""bundle"": true, ""campaign"": ""BackToSchool""}",0,33.42,0.04,1.34,34.76
451,2024-05-31 11:51:00,6,101,53,2,32.8,0.0,Card,Online,1.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""None""}",0,65.6,0.07,4.59,70.19
452,2024-04-03 20:31:00,10,59,7,3,53.63,0.0,Card,InStore,5.0,"{""coupon"": ""NONE"", ""bundle"": true, ""campaign"": ""SpringSale""}",0,160.89,0.04,6.44,167.33
453,2025-01-12 14:40:00,7,73,21,4,35.97,0.2,GiftCard,InStore,2.0,"{""coupon"": ""LOYAL5"", ""bundle"": true, ""campaign"": ""SpringSale""}",0,115.1,0.07,8.06,123.16
454,2024-12-11 17:49:00,7,244,26,3,50.94,0.15,Card,InStore,1.0,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,129.9,0.04,5.2,135.1
455,2025-02-25 11:19:00,1,95,18,2,23.65,0.1,Card,InStore,3.0,"{""coupon"": ""LOYAL5"", ""bundle"": true, ""campaign"": ""BackToSchool""}",0,42.57,0.07,2.98,45.55
456,2024-08-22 17:48:00,8,178,29,1,40.58,0.1,Card,InStore,2.0,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,36.52,0.1,3.65,40.17
457,2025-06-28 16:26:00,4,217,47,1,36.63,0.0,Card,InStore,2.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,36.63,0.07,2.56,39.19
458,2024-10-24 19:30:00,7,231,21,1,34.44,0.0,MobilePay,InStore,4.0,"{""coupon"": ""NONE"", ""bundle"": true, ""campaign"": ""None""}",0,34.44,0.07,2.41,36.85
459,2024-05-03 09:01:00,1,26,2,1,6.85,0.0,Cash,ClickAndCollect,3.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""None""}",0,6.85,0.07,0.48,7.33
460,2024-02-01 15:39:00,4,39,5,3,51.83,0.0,GiftCard,InStore,,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""None""}",0,155.49,0.1,15.55,171.04
461,2024-08-11 17:03:00,5,122,37,1,14.55,0.0,Card,InStore,4.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,14.55,0.07,1.02,15.57
462,2025-09-14 14:06:00,1,38,40,2,48.9,0.2,Card,InStore,5.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,78.24,0.07,5.48,83.72
463,2024-01-27 10:37:00,2,202,49,1,41.65,0.0,MobilePay,ClickAndCollect,3.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,41.65,0.04,1.67,43.32
464,2025-08-21 11:44:00,1,196,2,1,7.06,0.0,Cash,InStore,,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,7.06,0.07,0.49,7.55
465,2025-06-16 18:39:00,2,137,47,2,31.89,0.0,Card,InStore,4.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,63.78,0.07,4.46,68.24
466,2024-01-29 13:04:00,1,32,18,1,23.16,0.05,GiftCard,Online,5.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,22.0,0.07,1.54,23.54
467,2025-06-23 10:32:00,11,107,5,1,68.89,0.15,MobilePay,InStore,5.0,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""None""}",0,58.56,0.1,5.86,64.42
468,2024-07-21 20:12:00,1,212,45,5,58.77,0.05,Card,InStore,3.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,279.16,0.04,11.17,290.33
469,2025-05-14 17:39:00,2,49,13,2,28.75,0.15,Cash,InStore,2.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""None""}",0,48.88,0.1,4.89,53.77
470,2024-08-01 19:14:00,7,61,59,1,3.41,0.15,Card,InStore,1.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""None""}",0,2.9,0.07,0.2,3.1
471,2025-04-11 18:37:00,2,76,49,3,44.31,0.0,Cash,ClickAndCollect,3.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,132.93,0.04,5.32,138.25
472,2024-01-08 19:26:00,11,43,4,1,43.44,0.0,Card,InStore,3.0,"{""coupon"": ""WEEKEND15"", ""bundle"": true, ""campaign"": ""BlackFriday""}",0,43.44,0.04,1.74,45.18
473,2025-05-20 14:39:00,10,19,30,3,19.79,0.0,MobilePay,InStore,3.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,59.37,0.04,2.37,61.74
474,2025-04-08 11:44:00,7,220,2,2,7.08,0.05,Card,Online,1.0,"{""coupon"": ""WEEKEND15"", ""bundle"": true, ""campaign"": ""SpringSale""}",0,13.45,0.07,0.94,14.39
475,2024-04-08 11:21:00,11,50,15,3,31.94,0.2,Card,Online,3.0,"{""coupon"": ""NONE"", ""bundle"": true, ""campaign"": ""None""}",0,76.66,0.07,5.37,82.03
